catalog,number,species,location,sex,coords.1.X,coords.1.Y,coords.2.X,coords.2.Y,coords.3.X,coords.3.Y,coords.4.X,coords.4.Y,coords.5.X,coords.5.Y,coords.6.X,coords.6.Y,coords.7.X,coords.7.Y,coords.8.X,coords.8.Y,coords.9.X,coords.9.Y,Csize
UCSB,IZC00035279,tripartitus,mainland,female,0.337675165,-0.253583966,0.342790698,-0.06005939,0.141974305,0.116084995,0.112276411,0.213699844,-0.158258054,0.283829212,-0.267868177,0.396156821,-0.138882784,-0.115029585,-0.199700965,-0.241741853,-0.170006598,-0.339356079,1.670881407
UCSB,IZC00035316,tripartitus,mainland,female,0.339084564,-0.256455693,0.334500969,-0.064796317,0.15458771,0.106699873,0.120158233,0.209746977,-0.169241594,0.282718634,-0.283917406,0.399835545,-0.13572457,-0.116008453,-0.189144707,-0.221174838,-0.170303198,-0.340565728,1.456343313
UCSB,IZC00035317,tripartitus,mainland,female,0.332575496,-0.249548656,0.347679924,-0.068780114,0.14737257,0.110112985,0.104107713,0.207440726,-0.152958451,0.281457198,-0.284651404,0.408041415,-0.129924942,-0.11917356,-0.192747548,-0.238874749,-0.171453358,-0.330675244,1.661772629
UCSB,IZC00035322,tripartitus,mainland,female,0.345833951,-0.261184346,0.335818794,-0.096110804,0.132562403,0.118503355,0.121212007,0.20372227,-0.184220161,0.283289356,-0.290226302,0.411816695,-0.123051609,-0.117924593,-0.171763966,-0.225210607,-0.166165118,-0.316901327,2.069289068
UCSB,IZC00035331,tripartitus,mainland,female,0.336464951,-0.254346636,0.336675593,-0.062218756,0.138157443,0.115655648,0.113259362,0.214378258,-0.159596977,0.282841468,-0.270794715,0.406926155,-0.130567559,-0.128819788,-0.190694076,-0.237719476,-0.172904022,-0.336696873,1.674036398
UCSB,IZC00035335,tripartitus,mainland,female,0.323008227,-0.260661067,0.338499261,-0.067379006,0.147089803,0.119563847,0.108356659,0.218349218,-0.150678577,0.281817778,-0.283031723,0.40629911,-0.131286384,-0.117492713,-0.191776651,-0.240747059,-0.160180614,-0.339750107,1.648882199
UCSB,IZC00035446,tripartitus,mainland,female,0.33000283,-0.255187559,0.351504143,-0.072987518,0.147104844,0.123343919,0.103218633,0.210695135,-0.159231775,0.283045996,-0.276040098,0.399400905,-0.136591193,-0.117657148,-0.194640652,-0.24163726,-0.165326732,-0.32901647,1.634035697
UCSB,IZC00035501,tripartitus,mainland,female,0.339257573,-0.260767235,0.347967342,-0.06792345,0.135139399,0.119574934,0.107314265,0.212686019,-0.156513742,0.279132406,-0.276985414,0.4015758,-0.131182201,-0.121194511,-0.196410345,-0.234986586,-0.168586877,-0.328097376,1.686340955
UCSB,IZC00035550,tripartitus,mainland,female,0.325829089,-0.260484082,0.348727718,-0.066230456,0.133579589,0.12706462,0.108135909,0.215452666,-0.147151692,0.280846636,-0.27793507,0.402717578,-0.132983093,-0.12043231,-0.188237543,-0.241428539,-0.169964907,-0.337506112,1.681589115
UCSB,IZC00035556,tripartitus,mainland,female,0.333239131,-0.258252311,0.343239053,-0.072405609,0.139001324,0.121704681,0.104963862,0.212240218,-0.148245226,0.275116372,-0.284688418,0.409252792,-0.131451642,-0.115703088,-0.188384305,-0.233179166,-0.167673779,-0.338773889,1.674496
UCSB,IZC00035636,tripartitus,mainland,female,0.357634255,-0.253730542,0.34575196,-0.073717841,0.132299459,0.121553634,0.109214297,0.204155674,-0.156259303,0.273146829,-0.27770683,0.401589167,-0.138453462,-0.12172278,-0.19797085,-0.22740841,-0.174509527,-0.323865731,1.717571156
UCSB,IZC00035659,tripartitus,mainland,female,0.3338466,-0.247620901,0.346901857,-0.076911687,0.141442597,0.113511359,0.113778339,0.215810173,-0.159491785,0.276294204,-0.282819474,0.405565256,-0.130802542,-0.119541088,-0.185009002,-0.235781307,-0.177846591,-0.331326009,1.703202462
UCSB,IZC00036124,tripartitus,mainland,female,0.336483651,-0.257005642,0.344362355,-0.068145834,0.140492926,0.115856901,0.11184482,0.212903514,-0.152021937,0.28511073,-0.281467096,0.397543604,-0.140555586,-0.116661224,-0.193892458,-0.236277924,-0.165246675,-0.333324126,1.638462248
UCSB,IZC00036688,tripartitus,mainland,female,0.323838472,-0.255032986,0.333132924,-0.068317906,0.142528595,0.106390694,0.118071143,0.209860205,-0.159697516,0.29110512,-0.28360547,0.414787029,-0.135979815,-0.112391667,-0.18625538,-0.254143757,-0.152032953,-0.332256732,1.566715957
UCSB,IZC00036708,tripartitus,mainland,male,0.330137156,-0.24809972,0.33619296,-0.07468086,0.140463219,0.115235378,0.122282739,0.196517086,-0.161263861,0.279754943,-0.293001028,0.420499344,-0.120020312,-0.116293058,-0.186491533,-0.244058671,-0.16829934,-0.328874442,1.625404503
UCSB,IZC00036897,tripartitus,mainland,female,0.340485327,-0.243448384,0.349945011,-0.065501503,0.147762899,0.115706478,0.122333447,0.210182969,-0.158922439,0.274998791,-0.281460345,0.391135801,-0.128023282,-0.118622622,-0.207093564,-0.235013799,-0.185027052,-0.329437731,1.761469614
UCSB,IZC00036993,tripartitus,mainland,female,0.3375356,-0.259615884,0.335857862,-0.07415108,0.135106408,0.123498804,0.111911152,0.213009422,-0.155320581,0.280788079,-0.28120546,0.405611895,-0.124717854,-0.114441029,-0.191163429,-0.240878498,-0.168003697,-0.333821709,1.692839162
UCSB,IZC00037003,tripartitus,mainland,female,0.336641346,-0.248559158,0.349328727,-0.07242694,0.145207558,0.116974118,0.12283226,0.212230579,-0.167777638,0.280804597,-0.278048571,0.394272811,-0.139642752,-0.123080011,-0.195529475,-0.237563874,-0.173011455,-0.322652122,1.695480802
UCSB,IZC00037020,tripartitus,mainland,female,0.334252332,-0.260014726,0.337935375,-0.075346733,0.135225614,0.120251886,0.109909117,0.21802512,-0.158022816,0.283292031,-0.277474132,0.406445117,-0.129188801,-0.118644788,-0.190787187,-0.245356991,-0.161849503,-0.328650917,1.578466573
UCSB,IZC00037064,tripartitus,mainland,female,0.347559927,-0.250642259,0.347131217,-0.071676121,0.141379952,0.122587591,0.110364705,0.206556338,-0.161149783,0.275811457,-0.274286548,0.397138278,-0.133599641,-0.114112359,-0.19936177,-0.239120644,-0.178038058,-0.32654228,1.756216632
UCSB,IZC00037072,tripartitus,mainland,female,0.326341877,-0.252228013,0.348869705,-0.076278501,0.144626291,0.122833849,0.118617003,0.211274244,-0.161822373,0.279167973,-0.285672185,0.402719824,-0.12954381,-0.121139645,-0.192102145,-0.245751484,-0.169314363,-0.320598247,1.696300929
UCSB,IZC00037074,tripartitus,mainland,female,0.342189648,-0.250859056,0.350786084,-0.072144008,0.142817849,0.112094374,0.11620528,0.205187212,-0.161682852,0.269753545,-0.287600049,0.405060798,-0.130975784,-0.112208154,-0.197489406,-0.235350073,-0.174250768,-0.321534639,1.7012309
UCSB,IZC00037321,tripartitus,mainland,female,0.342498274,-0.252347718,0.34833561,-0.064330763,0.145325195,0.123704023,0.115543716,0.214188732,-0.161999126,0.279215896,-0.269665583,0.38723564,-0.137112088,-0.119164144,-0.20139837,-0.242675583,-0.181527627,-0.325826083,1.709735492
UCSB,IZC00037323,tripartitus,mainland,female,0.315125569,-0.256463534,0.344638254,-0.066468345,0.140173914,0.124405111,0.113627766,0.22006268,-0.163215157,0.281772969,-0.269734293,0.409784439,-0.125208039,-0.126694701,-0.190707831,-0.255679531,-0.164700184,-0.330719087,1.711276786
UCSB,IZC00037325,tripartitus,mainland,female,0.336422531,-0.254386574,0.345364891,-0.072350264,0.139560015,0.126209911,0.111218916,0.213885425,-0.165012318,0.278322018,-0.269506739,0.403113677,-0.135916579,-0.126242922,-0.188001721,-0.24596645,-0.174128996,-0.32258482,1.605933632
UCSB,IZC00037327,tripartitus,mainland,female,0.328800697,-0.252984292,0.348935369,-0.070047607,0.140825229,0.128372423,0.11195422,0.213325643,-0.149787054,0.278488042,-0.280368101,0.399701979,-0.133403604,-0.121862457,-0.189868309,-0.245339015,-0.177088448,-0.329654715,1.816019272
UCSB,IZC00037328,tripartitus,mainland,female,0.327783948,-0.253046977,0.340651366,-0.065143862,0.15475721,0.118020248,0.106269947,0.217942857,-0.162646416,0.281448101,-0.271202121,0.403374539,-0.128411962,-0.123455416,-0.197328713,-0.250374537,-0.169873259,-0.328764954,1.639208929
UCSB,IZC00037331,tripartitus,mainland,female,0.325186197,-0.255274122,0.355567077,-0.068116919,0.151977043,0.125985688,0.104982102,0.216090217,-0.169754452,0.284565433,-0.265875738,0.39387577,-0.135981358,-0.131582542,-0.195967055,-0.239807272,-0.170133815,-0.325736252,1.649404512
UCSB,IZC00037336,tripartitus,mainland,female,0.333399471,-0.218599802,0.35604268,-0.072460412,0.153297243,0.114736307,0.1187197,0.204107746,-0.151753056,0.274873677,-0.278144204,0.396880985,-0.136187722,-0.115073432,-0.204749533,-0.24484553,-0.19062458,-0.339619541,1.718808468
UCSB,IZC00037342,tripartitus,mainland,female,0.331913343,-0.253645412,0.338698842,-0.062880932,0.143731246,0.124053015,0.105690135,0.218326992,-0.15973064,0.283983611,-0.262230203,0.400946438,-0.130516998,-0.123473146,-0.190169188,-0.244929535,-0.177386536,-0.342381031,1.615234352
UCSB,IZC00037348,tripartitus,mainland,female,0.334949753,-0.25507524,0.337289916,-0.07369016,0.136664892,0.124823774,0.116065742,0.215797179,-0.151589528,0.280930502,-0.28064061,0.402329327,-0.134967481,-0.118396524,-0.1873477,-0.241082893,-0.170424985,-0.335635965,1.602877143
UCSB,IZC00037351,tripartitus,mainland,female,0.346996118,-0.249662188,0.356961143,-0.068814019,0.142943519,0.11370846,0.106737272,0.204004816,-0.164177297,0.273304442,-0.274850807,0.399294884,-0.138893321,-0.113125561,-0.196151929,-0.236216312,-0.179564698,-0.322494524,1.776558277
UCSB,IZC00037356,tripartitus,mainland,female,0.340603325,-0.257290074,0.346434956,-0.074552108,0.14153473,0.121879527,0.103923538,0.215755723,-0.164040037,0.280441414,-0.270667023,0.398922502,-0.135178474,-0.120114864,-0.191961066,-0.238007712,-0.170649948,-0.327034407,1.72906323
UCSB,IZC00037367,tripartitus,mainland,female,0.341191461,-0.253374592,0.33893607,-0.067958529,0.137820054,0.122024178,0.111399511,0.213199071,-0.15786291,0.28223637,-0.271763063,0.400905302,-0.129956631,-0.122445827,-0.191361007,-0.243431401,-0.178403486,-0.331154571,1.724987662
UCSB,IZC00037368,tripartitus,mainland,female,0.350671204,-0.252430298,0.347729439,-0.070324387,0.145223955,0.117572677,0.119667331,0.203368782,-0.162041258,0.270592347,-0.286006189,0.397356628,-0.139904256,-0.116805346,-0.196835625,-0.23206971,-0.178504601,-0.317260692,1.604596122
UCSB,IZC00037371,tripartitus,mainland,female,0.319740352,-0.253999692,0.345126245,-0.074836923,0.143054175,0.126602882,0.116089239,0.216461934,-0.159391789,0.277021288,-0.27917801,0.408910578,-0.134574836,-0.119767323,-0.187248902,-0.253897059,-0.163616475,-0.326495685,1.685166326
UCSB,IZC00037374,tripartitus,mainland,female,0.337996282,-0.253498785,0.343876,-0.069142034,0.138430783,0.109249542,0.11390266,0.212685619,-0.166344849,0.279392926,-0.275409182,0.406822065,-0.129914034,-0.114801709,-0.192378726,-0.243583858,-0.170158933,-0.327123765,1.77601705
UCSB,IZC00037375,tripartitus,mainland,female,0.329457227,-0.258517377,0.338195402,-0.069711469,0.14751628,0.120604057,0.107401518,0.212769501,-0.160357209,0.281227157,-0.279167458,0.408188954,-0.124175184,-0.120759179,-0.194133603,-0.242543157,-0.164736973,-0.331258488,1.642838181
UCSB,IZC00037384,tripartitus,mainland,female,0.339722903,-0.255012358,0.341780135,-0.076830063,0.139571748,0.114299449,0.112728042,0.206842588,-0.170024094,0.278447715,-0.282609255,0.411020417,-0.121803312,-0.118257019,-0.183792831,-0.237608221,-0.175573337,-0.322902509,1.584982538
UCSB,IZC00037385,tripartitus,mainland,female,0.345477061,-0.247003739,0.349569313,-0.070896578,0.141035449,0.110841138,0.114928741,0.201743037,-0.16116285,0.279889673,-0.282432003,0.401408234,-0.134503029,-0.113702301,-0.196538407,-0.244127241,-0.176374276,-0.318152223,1.770160376
UCSB,IZC00037386,tripartitus,mainland,female,0.357991488,-0.259025251,0.359778553,-0.072157729,0.146372496,0.127369162,0.119489977,0.203236661,-0.163895342,0.26581191,-0.285264195,0.37801486,-0.146159913,-0.100342406,-0.206016768,-0.231378328,-0.182296295,-0.311528877,1.564436453
UCSB,IZC00037392,tripartitus,mainland,female,0.330364219,-0.244921556,0.343846354,-0.06695318,0.147383952,0.113693392,0.129198573,0.206130055,-0.155746206,0.276095321,-0.291486871,0.403618565,-0.132750989,-0.115212367,-0.196243041,-0.247128097,-0.174565992,-0.325322133,1.653489746
UCSB,IZC00037397,tripartitus,mainland,female,0.321095727,-0.256314525,0.347263194,-0.070068183,0.142111604,0.118531415,0.116923385,0.218766828,-0.148617385,0.281328631,-0.290522432,0.401156129,-0.128701173,-0.119909117,-0.188932997,-0.242280324,-0.170619924,-0.331210855,1.603261962
UCSB,IZC00037403,tripartitus,mainland,female,0.343230254,-0.247110713,0.353015741,-0.074584905,0.151514658,0.108076682,0.117743057,0.203672498,-0.159557366,0.264217472,-0.298306214,0.403653588,-0.129939022,-0.106033564,-0.195282674,-0.235345125,-0.182418436,-0.316545932,1.661562238
UCSB,IZC00037411,tripartitus,mainland,female,0.33386567,-0.254192602,0.345146761,-0.065312482,0.143618523,0.12767929,0.101251689,0.219783697,-0.153447813,0.27826034,-0.264840536,0.400356724,-0.134439009,-0.129847157,-0.198162173,-0.243916063,-0.172993112,-0.332811747,1.714862777
UCSB,IZC00037414,tripartitus,mainland,female,0.349117733,-0.252150649,0.354059644,-0.074050046,0.14021523,0.112348615,0.110433798,0.204108754,-0.16548073,0.272389883,-0.281849793,0.399613687,-0.131712566,-0.107136136,-0.197027066,-0.232188434,-0.17775625,-0.322935673,1.697621409
UCSB,IZC00037415,tripartitus,mainland,female,0.33758888,-0.252858083,0.336085007,-0.071480727,0.1434584,0.126656336,0.116021108,0.216915319,-0.158229511,0.276980068,-0.272881172,0.400082534,-0.135554313,-0.118761923,-0.198734298,-0.243547961,-0.1677541,-0.333985563,1.646873528
UCSB,IZC00037416,tripartitus,mainland,female,0.332686236,-0.250519973,0.354785327,-0.078670124,0.140442804,0.111710059,0.114535147,0.204556018,-0.156606264,0.275678942,-0.295833292,0.408065203,-0.131797226,-0.112139213,-0.185547016,-0.238326011,-0.172665717,-0.320354902,1.737427262
UCSB,IZC00037421,tripartitus,mainland,female,0.329844605,-0.256870131,0.333916094,-0.065062381,0.139202572,0.127030636,0.118309837,0.218601143,-0.160653574,0.280026185,-0.267849687,0.404131517,-0.132733725,-0.120106839,-0.192172881,-0.249922969,-0.167863242,-0.337827162,1.648941541
UCSB,IZC00037424,tripartitus,mainland,female,0.336396226,-0.257442962,0.339974251,-0.07070441,0.142979232,0.119877376,0.117101878,0.213776733,-0.162012157,0.271016559,-0.280463148,0.408200535,-0.134850958,-0.11695839,-0.192632832,-0.243848422,-0.166492492,-0.323917021,1.690745986
UCSB,IZC00037425,tripartitus,mainland,female,0.340592179,-0.255331501,0.346348407,-0.073801376,0.143308662,0.122356175,0.115467811,0.212738283,-0.161010701,0.273855918,-0.280418332,0.401785031,-0.143939955,-0.129131896,-0.192270339,-0.234089484,-0.168077733,-0.318381149,1.701735517
UCSB,IZC00037429,tripartitus,mainland,female,0.333240239,-0.249447944,0.343510683,-0.063903453,0.13989168,0.124176897,0.116679913,0.209214433,-0.155584267,0.274646663,-0.272485033,0.407563879,-0.139889382,-0.124176726,-0.194286428,-0.246518349,-0.171077405,-0.3315554,1.651156083
UCSB,IZC00037430,tripartitus,mainland,female,0.344429541,-0.245252646,0.345621766,-0.067087571,0.149102429,0.109871901,0.111235803,0.20870945,-0.154704402,0.278485012,-0.282294657,0.400629543,-0.136394355,-0.124097062,-0.196530141,-0.241398868,-0.180465984,-0.319859759,1.817348692
UCSB,IZC00037432,tripartitus,mainland,female,0.342347506,-0.252225925,0.338663397,-0.073554878,0.143946392,0.119513911,0.109953934,0.214702493,-0.162500163,0.286697155,-0.271027836,0.394368268,-0.134335292,-0.113378003,-0.195531638,-0.242558359,-0.171516299,-0.333564663,1.699837023
UCSB,IZC00037437,tripartitus,mainland,female,0.33841325,-0.253739031,0.342023187,-0.069990968,0.144549479,0.1173806,0.10995773,0.217949908,-0.160419693,0.280566209,-0.274739332,0.398533378,-0.129529391,-0.121629386,-0.195493567,-0.239456321,-0.174761662,-0.32961439,1.676774827
UCSB,IZC00037440,tripartitus,mainland,female,0.347707418,-0.246780006,0.352584509,-0.080055568,0.144102871,0.113542992,0.117405305,0.204621251,-0.17049851,0.277842885,-0.284458661,0.393927345,-0.132372603,-0.111109004,-0.18937161,-0.229427846,-0.185098719,-0.322562049,1.570050522
UCSB,IZC00037449,tripartitus,mainland,female,0.337277611,-0.25113145,0.354055055,-0.063101071,0.158177283,0.112279308,0.097735098,0.212105347,-0.165884707,0.282095274,-0.269720916,0.393575419,-0.133004614,-0.119906431,-0.194494833,-0.238985182,-0.184139977,-0.326931214,1.727601259
UCSB,IZC00037450,tripartitus,mainland,female,0.35117385,-0.249654959,0.347723632,-0.06429324,0.149171158,0.113778533,0.097180453,0.216973229,-0.158218524,0.282604326,-0.263445189,0.389546674,-0.139414785,-0.123918388,-0.202859724,-0.236716802,-0.181310872,-0.328319373,1.768532062
UCSB,IZC00037452,tripartitus,mainland,female,0.335043336,-0.252358918,0.352380376,-0.068259144,0.140468264,0.115807023,0.102244974,0.2165319,-0.158283515,0.285961942,-0.269455506,0.397100702,-0.133905,-0.12390905,-0.192937269,-0.242019029,-0.175555659,-0.328855427,1.674151595
UCSB,IZC00037456,tripartitus,mainland,female,0.337801887,-0.258557515,0.339463343,-0.071806436,0.144025684,0.12015627,0.099930322,0.217389244,-0.158927912,0.278488895,-0.271917922,0.40746217,-0.131369329,-0.122958037,-0.194664824,-0.239990134,-0.164341249,-0.330184456,1.701117608
UCSB,IZC00037457,tripartitus,mainland,female,0.343647328,-0.251209767,0.349950422,-0.065423181,0.142967618,0.119702443,0.118607306,0.209071004,-0.160254017,0.277007197,-0.277570789,0.39016949,-0.134954412,-0.115091435,-0.199941536,-0.235698412,-0.182451922,-0.328527339,1.690384881
UCSB,IZC00037463,tripartitus,mainland,female,0.337265022,-0.255137844,0.34457514,-0.074967919,0.14531248,0.119434381,0.113193638,0.216236601,-0.165581533,0.273894304,-0.280903629,0.402628649,-0.126905948,-0.122781452,-0.188169457,-0.236628365,-0.178785712,-0.322678355,1.559961232
UCSB,IZC00037465,tripartitus,mainland,female,0.32238829,-0.229871153,0.346871751,-0.072695114,0.151652136,0.125770765,0.120261915,0.211548765,-0.158025978,0.280054221,-0.272257912,0.401121672,-0.130161522,-0.125544188,-0.199195122,-0.256119861,-0.181533557,-0.334265108,1.665668811
UCSB,IZC00037475,tripartitus,mainland,female,0.340823842,-0.254130032,0.34513519,-0.066613724,0.147877382,0.118590126,0.115387066,0.216618339,-0.154354626,0.271463591,-0.283594779,0.392564404,-0.128410143,-0.111318401,-0.200732154,-0.234732937,-0.182131778,-0.332441365,1.67380265
UCSB,IZC00037485,tripartitus,mainland,female,0.32870432,-0.260385564,0.339792084,-0.065184799,0.137748059,0.133576446,0.114716598,0.212636607,-0.157299544,0.280187729,-0.271394172,0.404624893,-0.132233301,-0.127464845,-0.19517001,-0.247723233,-0.164864034,-0.330267234,1.620218511
UCSB,IZC00037490,tripartitus,mainland,female,0.344737021,-0.252573769,0.352351287,-0.071698781,0.139770382,0.124312584,0.112281412,0.213852488,-0.149746545,0.269496382,-0.281726466,0.394451994,-0.139279877,-0.119204556,-0.201331139,-0.236232421,-0.177056076,-0.322403921,1.776512513
UCSB,IZC00037491,tripartitus,mainland,female,0.339123869,-0.255013698,0.345509084,-0.074183038,0.146761474,0.113746709,0.100825374,0.216883927,-0.162309425,0.283291575,-0.273996848,0.399580204,-0.134086695,-0.117022258,-0.191567351,-0.238474148,-0.170259483,-0.328809274,1.693704588
UCSB,IZC00037497,tripartitus,mainland,female,0.327305753,-0.260228252,0.337032291,-0.06614813,0.14934087,0.126813215,0.122084021,0.21590972,-0.162975139,0.277315174,-0.280781931,0.400148471,-0.128358474,-0.120331004,-0.193614042,-0.243942248,-0.17003335,-0.329536946,1.629990059
UCSB,IZC00039619,unknown,island,unknown,0.336340345,-0.264888422,0.339625249,-0.073768872,0.144146302,0.120463383,0.111505968,0.211420195,-0.149756099,0.274241272,-0.275096271,0.408934272,-0.133229983,-0.115119908,-0.199356098,-0.23125724,-0.174179413,-0.330024679,1.522273853
UCSB,IZC00039375,unknown,island,unknown,0.348974567,-0.254912852,0.343618023,-0.095939162,0.139304293,0.115198706,0.129280842,0.192696475,-0.178355766,0.277511459,-0.281352531,0.410769561,-0.145216146,-0.111388235,-0.182521855,-0.217445487,-0.173731427,-0.316490464,2.438466174
UCSB,IZC00039637,unknown,island,unknown,0.350202592,-0.255389107,0.329816341,-0.067718644,0.142005014,0.117065993,0.114379245,0.206481478,-0.150063545,0.279099792,-0.265891868,0.409189732,-0.133851938,-0.121035622,-0.199694115,-0.241581296,-0.186901725,-0.326112326,1.544415847
UCSB,IZC00039412,unknown,island,unknown,0.34915755,-0.265608114,0.36025947,-0.092962945,0.138540287,0.111970012,0.132514939,0.18958107,-0.188961283,0.270975653,-0.287422428,0.40349211,-0.138031549,-0.103866768,-0.192977378,-0.2144905,-0.173079607,-0.299090518,2.362754732
UCSB,IZC00039643,unknown,island,unknown,0.31606276,-0.257600147,0.331244218,-0.077917615,0.156823988,0.127413876,0.135126765,0.202783214,-0.164895544,0.289263676,-0.280534871,0.408017739,-0.138950011,-0.122624164,-0.189887163,-0.243542602,-0.164990142,-0.325793977,1.712757868
UCSB,IZC00039392,unknown,mainland,unknown,0.310444885,-0.271468996,0.347323742,-0.094873485,0.139110054,0.126507686,0.112754054,0.210851238,-0.163996992,0.29781895,-0.282601208,0.408531934,-0.127104203,-0.115969725,-0.177189898,-0.239842883,-0.158740433,-0.321554718,2.220666297
UCSB,IZC00039469,unknown,mainland,unknown,0.327684705,-0.256003764,0.344397928,-0.079094914,0.151721275,0.118556639,0.120393205,0.212936947,-0.157112007,0.277926687,-0.278424897,0.402373988,-0.129560433,-0.112814812,-0.199839147,-0.238432541,-0.179260629,-0.32544823,1.608873862
UCSB,IZC00039381,unknown,mainland,unknown,0.337143551,-0.258803418,0.348326594,-0.071921387,0.14609891,0.113024743,0.114718763,0.203161658,-0.160266209,0.278456169,-0.273955026,0.406616193,-0.132426809,-0.116701655,-0.198072251,-0.230454118,-0.181567524,-0.323378186,1.59306639
UCSB,IZC00039379,unknown,mainland,unknown,0.309314909,-0.273838522,0.344392139,-0.069077802,0.144316414,0.131478862,0.115736506,0.216381466,-0.152907431,0.276691013,-0.274588686,0.41302132,-0.129084104,-0.122189162,-0.18588752,-0.242546283,-0.171292227,-0.329920892,1.707511894
UCSB,IZC00039615,unknown,mainland,unknown,0.325698304,-0.276884046,0.343343018,-0.093488262,0.132353516,0.12112638,0.100273536,0.216581191,-0.159866766,0.289729631,-0.276812923,0.412416988,-0.121550827,-0.107232015,-0.18204454,-0.240372437,-0.161393317,-0.321877431,2.088412942
UCSB,IZC00039430,unknown,mainland,unknown,0.342033801,-0.25232318,0.357741738,-0.078174555,0.14592619,0.115403519,0.116041452,0.199741948,-0.154042391,0.275779795,-0.281345261,0.399093774,-0.134798782,-0.115381608,-0.203480507,-0.228617191,-0.18807624,-0.315522501,1.639997663